기준년도,시도명,시군구명,읍면동명,면적(㎢),세대수,인구수
2024,경기도,성남시 분당구,야탑1동,1.14,7538,16647
2024,경기도,성남시 분당구,야탑2동,0.64,6011,15703
2024,경기도,성남시 분당구,야탑3동,5.07,12514,26215
2024,경기도,성남시 분당구,판교동,4.53,9035,26572
2024,경기도,성남시 분당구,삼평동,2.8,9083,23777
2024,경기도,성남시 분당구,백현동,1.98,10466,26472
2024,경기도,성남시 분당구,금곡동,5.76,12034,26904
2024,경기도,성남시 분당구,구미동,4.51,12524,28182
2024,경기도,고양시 덕양구,화정1동,2.31,15753,35241
2024,경기도,고양시 덕양구,화정2동,1.94,13008,31371
2024,경기도,고양시 덕양구,행주동,6.01,7685,13883
2024,경기도,고양시 덕양구,행신1동,0.69,8553,20238
2024,경기도,고양시 덕양구,행신2동,4.28,13089,29791
2024,경기도,고양시 덕양구,행신3동,0.51,8881,22503
2024,경기도,고양시 덕양구,행신4동,1.43,9558,19103
2024,경기도,고양시 덕양구,화전동,7.3,12178,27926
2024,경기도,고양시 덕양구,대덕동,10.79,6748,16658
2024,경기도,고양시 일산동구,,59.96,130000,294123
2024,경기도,고양시 일산동구,식사동,6.83,14927,40707
2024,경기도,고양시 일산동구,중산1동,1.43,8951,20391
2024,경기도,고양시 일산동구,중산2동,1.41,9562,23376
2024,경기도,고양시 일산동구,정발산동,1.54,9937,21473
2024,경기도,고양시 일산동구,풍산동,5.66,14370,36727
2024,경기도,고양시 일산동구,백석1동,1.77,12792,28608
2024,경기도,고양시 일산동구,백석2동,0.8,11630,20040
2024,경기도,고양시 일산동구,마두1동,2.21,8682,22730
2024,경기도,고양시 일산동구,마두2동,0.63,5723,15409
2024,경기도,고양시 일산동구,장항1동,10.28,6791,16694
2024,경기도,고양시 일산동구,장항2동,2.41,16030,26612
2024,경기도,고양시 일산동구,고봉동,24.99,10605,21356
2024,경기도,고양시 일산서구,,42.56,115206,282900
2024,경기도,고양시 일산서구,일산1동,0.65,9988,25182
2024,경기도,고양시 일산서구,일산2동,0.82,8393,18798
2024,경기도,고양시 일산서구,일산3동,1.12,12038,33535
2024,경기도,고양시 일산서구,탄현1동,0.93,12284,29602
2024,경기도,고양시 일산서구,탄현2동,1.26,7205,18887
2024,경기도,고양시 일산서구,주엽1동,0.97,10923,26294
2024,경기도,고양시 일산서구,주엽2동,0.96,11438,26984
2024,경기도,고양시 일산서구,대화동,3.52,16061,34060
2024,경기도,고양시 일산서구,송포동,13.17,7946,20306
2024,경기도,고양시 일산서구,덕이동,5.53,11766,30799
2024,경기도,고양시 일산서구,가좌동,13.63,7164,18453
2024,경기도,용인시,,591.25,443702,1085864
2024,경기도,용인시 처인구,,467.51,125043,274162
2024,경기도,용인시 처인구,포곡읍,41.75,14173,31300
2024,경기도,용인시 처인구,모현읍,50.25,13017,27529
2024,경기도,용인시 처인구,이동읍,75.67,9018,19464
2024,경기도,용인시 처인구,남사읍,58.67,9986,23644
2024,경기도,용인시 처인구,원삼면,60.14,3999,7737
2024,경기도,용인시 처인구,백암면,65.73,4349,7901
2024,경기도,용인시 처인구,양지면,57.68,9748,19751
2024,경기도,용인시 처인구,중앙동,7.98,13418,26751
2024,경기도,용인시 처인구,역북동,6.05,15645,34747
2024,경기도,용인시 처인구,삼가동,6.42,4774,12053
2024,경기도,용인시 처인구,유림동,13.62,20942,50982
2024,경기도,용인시 처인구,동부동,23.54,5974,12303
2024,경기도,용인시 기흥구,,81.64,176278,436351
2024,경기도,용인시 기흥구,신갈동,4.84,16006,36624
2024,경기도,용인시 기흥구,영덕1동,3.7,13733,34273
2024,경기도,용인시 기흥구,영덕2동,5.8,7935,19232
2024,경기도,용인시 기흥구,구갈동,4.21,18049,40300
2024,경기도,용인시 기흥구,상갈동,2.0,6102,12584
2024,경기도,용인시 기흥구,보라동,10.16,12469,32688
2024,경기도,용인시 기흥구,기흥동,11.71,9096,20924
2024,경기도,용인시 기흥구,서농동,4.22,11242,25005
2024,경기도,용인시 기흥구,구성동,6.9,15329,38760
2024,경기도,용인시 기흥구,마북동,5.39,13114,33564
2024,경기도,용인시 기흥구,동백1동,3.9,11591,31398
2024,경기도,용인시 기흥구,동백2동,3.96,9433,26490
2024,경기도,용인시 기흥구,동백3동,2.5,10125,26823
2024,경기도,용인시 기흥구,상하동,5.53,9173,23229
2024,경기도,용인시 기흥구,보정동,6.82,12881,34457
2024,경기도,,,10201.26,6058202,13694685
2024,경기도,수원시,,121.1,540719,1193005
2024,경기도,수원시 장안구,,33.34,122694,274661
2024,경기도,수원시 장안구,파장동,8.62,11492,24770
2024,경기도,수원시 장안구,율천동,3.15,19432,39864
2024,경기도,수원시 장안구,정자1동,1.27,13202,33481
2024,경기도,수원시 장안구,정자2동,1.44,16142,38552
2024,경기도,수원시 장안구,정자3동,1.44,14109,39016
2024,경기도,수원시 장안구,영화동,1.27,10209,18026
2024,경기도,수원시 장안구,송죽동,1.68,8846,18232
2024,경기도,수원시 장안구,조원1동,1.84,13318,27857
2024,경기도,수원시 장안구,조원2동,1.05,6485,17581
2024,경기도,수원시 장안구,연무동,11.58,9459,17282
2024,경기도,수원시 권선구,,47.18,164675,362642
2024,경기도,수원시 권선구,세류1동,0.93,4417,9611
2024,경기도,수원시 권선구,세류2동,3.58,12345,22285
2024,경기도,수원시 권선구,세류3동,1.29,8944,17397
2024,경기도,수원시 권선구,평동,10.91,17578,40623
2024,경기도,수원시 권선구,서둔동,5.44,17886,37039
2024,경기도,수원시 권선구,구운동,1.94,10588,22757
2024,경기도,수원시 권선구,금곡동,4.08,18594,44754
2024,경기도,수원시 권선구,호매실동,4.76,17247,44128
2024,경기도,수원시 권선구,권선1동,1.03,13940,24090
2024,경기도,수원시 권선구,권선2동,1.81,17098,45800
2024,경기도,수원시 권선구,곡선동,4.47,17735,34461
2024,경기도,수원시 권선구,입북동,6.94,8303,19697
2024,경기도,수원시 팔달구,,12.87,97877,194397
2024,경기도,수원시 팔달구,행궁동,1.57,5936,9193
2024,경기도,수원시 팔달구,매교동,0.72,9396,21617
2024,경기도,수원시 팔달구,매산동,0.81,6002,9856
2024,경기도,수원시 팔달구,고등동,1.01,9012,19168
2024,경기도,수원시 팔달구,화서1동,0.84,9752,21000
2024,경기도,수원시 팔달구,화서2동,2.1,9536,24217
2024,경기도,수원시 팔달구,지동,0.79,5230,9476
2024,경기도,수원시 팔달구,우만1동,1.14,10562,18200
2024,경기도,수원시 팔달구,우만2동,0.97,7903,16639
2024,경기도,수원시 팔달구,인계동,2.91,24548,45031
2024,경기도,수원시 영통구,,27.71,155473,361305
2024,경기도,수원시 영통구,매탄1동,1.23,5142,11443
2024,경기도,수원시 영통구,매탄2동,0.79,6380,13629
2024,경기도,수원시 영통구,매탄3동,2.34,15641,34207
2024,경기도,수원시 영통구,매탄4동,0.78,9444,19784
2024,경기도,수원시 영통구,원천동,3.2,21245,45637
2024,경기도,수원시 영통구,광교1동,7.98,23203,53732
2024,경기도,수원시 영통구,광교2동,4.18,11705,28490
2024,경기도,수원시 영통구,영통1동,1.69,12566,32840
2024,경기도,수원시 영통구,영통2동,1.36,13390,25049
2024,경기도,수원시 영통구,영통3동,1.72,13985,31455
2024,경기도,수원시 영통구,망포1동,1.0,11432,31484
2024,경기도,수원시 영통구,망포2동,1.44,11340,33555
2024,경기도,고양시,,268.15,466229,1070120
2024,경기도,고양시 덕양구,,165.63,221023,493097
2024,경기도,고양시 덕양구,주교동,5.62,5336,10594
2024,경기도,고양시 덕양구,원신동,12.74,9350,22533
2024,경기도,고양시 덕양구,흥도동,9.34,12980,29703
2024,경기도,고양시 덕양구,성사1동,2.19,11194,23371
2024,경기도,고양시 덕양구,성사2동,0.92,4616,10412
2024,경기도,고양시 덕양구,효자동,25.41,10812,26170
2024,경기도,고양시 덕양구,삼송1동,6.23,10284,22278
2024,경기도,고양시 덕양구,삼송2동,2.75,14149,28254
2024,경기도,고양시 덕양구,창릉동,11.3,10308,23271
2024,경기도,고양시 덕양구,고양동,25.04,12372,27776
2024,경기도,고양시 덕양구,관산동,15.05,16258,34065
2024,경기도,고양시 덕양구,능곡동,13.78,7911,17956
2023,경기도,,,10199.73,5978724,13630821
2023,경기도,수원시,,121.1,537078,1197257
2023,경기도,수원시 장안구,,33.34,119900,270849
2023,경기도,수원시 장안구,파장동,8.62,11420,24858
2023,경기도,수원시 장안구,율천동,3.15,19558,40392
2023,경기도,수원시 장안구,정자1동,1.27,10757,27561
2023,경기도,수원시 장안구,정자2동,1.44,15714,37725
2023,경기도,수원시 장안구,정자3동,1.44,14085,39641
2023,경기도,수원시 장안구,영화동,1.27,10391,18624
2023,경기도,수원시 장안구,송죽동,1.68,8775,18506
2023,경기도,수원시 장안구,조원1동,1.84,13429,28582
2023,경기도,수원시 장안구,조원2동,1.05,6445,17711
2023,경기도,수원시 장안구,연무동,11.58,9326,17249
2023,경기도,수원시 권선구,,47.18,163796,366167
2023,경기도,수원시 권선구,세류1동,0.93,4429,9686
2023,경기도,수원시 권선구,세류2동,3.58,12478,22896
2023,경기도,수원시 권선구,세류3동,1.29,9087,17802
2023,경기도,수원시 권선구,평동,10.91,17384,40962
2023,경기도,수원시 권선구,서둔동,5.44,17889,37614
2023,경기도,수원시 권선구,구운동,1.94,10652,23150
2023,경기도,수원시 권선구,금곡동,4.08,17601,44027
2023,경기도,수원시 권선구,호매실동,4.76,17237,44651
2023,경기도,수원시 권선구,권선1동,1.03,13698,24177
2023,경기도,수원시 권선구,권선2동,1.81,17179,46505
2023,경기도,수원시 권선구,곡선동,4.47,17991,35049
2023,경기도,수원시 권선구,입북동,6.94,8171,19648
2023,경기도,수원시 팔달구,,12.87,98505,197213
2023,경기도,수원시 팔달구,행궁동,1.57,6058,9433
2023,경기도,수원시 팔달구,매교동,0.72,9343,21454
2023,경기도,수원시 팔달구,매산동,0.81,5896,9878
2023,경기도,수원시 팔달구,고등동,1.01,9380,19903
2023,경기도,수원시 팔달구,화서1동,0.84,9722,21214
2023,경기도,수원시 팔달구,화서2동,2.1,9376,24342
2023,경기도,수원시 팔달구,지동,0.79,5374,9841
2023,경기도,수원시 팔달구,우만1동,1.14,10633,18738
2023,경기도,수원시 팔달구,우만2동,0.97,7883,16802
2023,경기도,수원시 팔달구,인계동,2.91,24840,45608
2023,경기도,수원시 영통구,,27.71,154877,363028
2023,경기도,수원시 영통구,매탄1동,1.23,5211,11704
2023,경기도,수원시 영통구,매탄2동,0.79,6421,13930
2023,경기도,수원시 영통구,매탄3동,2.34,15731,34512
2023,경기도,수원시 영통구,매탄4동,0.78,9492,20293
2023,경기도,수원시 영통구,원천동,3.2,21027,45447
2023,경기도,수원시 영통구,광교1동,7.98,22695,53072
2023,경기도,수원시 영통구,광교2동,4.18,11655,28712
2023,경기도,수원시 영통구,영통1동,1.69,12555,33195
2023,경기도,수원시 영통구,영통2동,1.36,13460,25393
2023,경기도,수원시 영통구,영통3동,1.72,13795,31624
2023,경기도,수원시 영통구,망포1동,1.0,11482,31684
2023,경기도,수원시 영통구,망포2동,1.44,11353,33462
2023,경기도,고양시,,268.13,464380,1074907
2023,경기도,고양시 덕양구,,165.6,220682,496438
2023,경기도,고양시 덕양구,주교동,5.62,5446,10961
2023,경기도,고양시 덕양구,원신동,12.74,9402,22890
2023,경기도,고양시 덕양구,흥도동,9.12,12701,29581
2023,경기도,고양시 덕양구,성사1동,2.19,10057,21204
2023,경기도,고양시 덕양구,성사2동,0.92,4688,10740
2023,경기도,고양시 덕양구,효자동,25.35,10016,23934
2023,경기도,고양시 덕양구,삼송1동,6.18,10099,21916
2023,경기도,고양시 덕양구,삼송2동,2.75,14198,28579
2023,경기도,고양시 덕양구,창릉동,11.57,10308,23313
2023,경기도,고양시 덕양구,고양동,25.04,12503,28430
2023,경기도,고양시 덕양구,관산동,15.05,16439,35052
2023,경기도,고양시 덕양구,능곡동,13.78,8006,18202
2023,경기도,고양시 덕양구,화정1동,2.31,15855,35999
2023,경기도,고양시 덕양구,화정2동,1.94,12947,31449
2023,경기도,고양시 덕양구,행주동,6.01,8944,16322
2023,경기도,고양시 덕양구,행신1동,0.69,8727,20706
2023,경기도,고양시 덕양구,행신2동,4.28,13125,30379
2023,경기도,고양시 덕양구,행신3동,0.51,8941,22964
2023,경기도,고양시 덕양구,행신4동,1.43,9747,19856
2023,경기도,고양시 덕양구,화전동,7.3,12043,27947
2023,경기도,고양시 덕양구,대덕동,10.79,6490,16014
2023,경기도,고양시 일산동구,,59.96,127885,291597
2023,경기도,고양시 일산동구,식사동,6.82,14871,40820
2023,경기도,고양시 일산동구,중산1동,1.43,8999,20764
2023,경기도,고양시 일산동구,중산2동,1.41,9619,23798
2023,경기도,고양시 일산동구,정발산동,1.53,10033,21917
2023,경기도,고양시 일산동구,풍산동,5.67,14343,37162
2023,경기도,고양시 일산동구,백석1동,1.77,12822,29048
2023,경기도,고양시 일산동구,백석2동,0.8,11575,20097
2023,경기도,고양시 일산동구,마두1동,2.21,8751,23026
2023,경기도,고양시 일산동구,마두2동,0.63,5750,15557
2023,경기도,고양시 일산동구,장항1동,10.28,4589,10863
2023,경기도,고양시 일산동구,장항2동,2.41,15754,26531
2023,경기도,고양시 일산동구,고봉동,24.99,10779,22014
2023,경기도,고양시 일산서구,,42.56,115813,286872
2023,경기도,고양시 일산서구,일산1동,0.65,10043,25650
2023,경기도,고양시 일산서구,일산2동,0.82,8481,19145
2023,경기도,고양시 일산서구,일산3동,1.12,12105,33936
2023,경기도,고양시 일산서구,탄현1동,0.93,12381,30124
2023,경기도,고양시 일산서구,탄현2동,1.26,7286,19186
2023,경기도,고양시 일산서구,주엽1동,0.97,10969,26840
2023,경기도,고양시 일산서구,주엽2동,0.96,11450,27285
2023,경기도,고양시 일산서구,대화동,3.52,16188,34576
2023,경기도,고양시 일산서구,송포동,13.17,8027,20570
2023,경기도,고양시 일산서구,덕이동,5.53,11688,30777
2023,경기도,고양시 일산서구,가좌동,13.63,7195,18783
2023,경기도,용인시,,591.25,435340,1075566
2023,경기도,용인시 처인구,,467.51,117863,261488
2023,경기도,용인시 처인구,포곡읍,41.75,14538,32880
2023,경기도,용인시 처인구,모현읍,50.25,12242,26287
2023,경기도,용인시 처인구,이동읍,75.67,9163,20066
2023,경기도,용인시 처인구,남사읍,58.67,10011,23881
2023,경기도,용인시 처인구,원삼면,60.14,4021,7914
2023,경기도,용인시 처인구,백암면,65.73,4400,8045
2023,경기도,용인시 처인구,양지면,57.68,9602,19846
2023,경기도,용인시 처인구,중앙동,7.98,12433,24848
2023,경기도,용인시 처인구,역북동,6.05,15702,35463
2023,경기도,용인시 처인구,삼가동,6.42,4826,12359
2023,경기도,용인시 처인구,유림동,13.62,14924,37133
2023,경기도,용인시 처인구,동부동,23.54,6001,12766
2023,경기도,용인시 기흥구,,81.64,174971,436656
2023,경기도,용인시 기흥구,신갈동,4.84,16117,37241
2023,경기도,용인시 기흥구,영덕1동,3.7,12515,31353
2023,경기도,용인시 기흥구,영덕2동,5.8,7913,19199
2023,경기도,용인시 기흥구,구갈동,4.21,18110,41015
2023,경기도,용인시 기흥구,상갈동,2.0,6182,12896
2023,경기도,용인시 기흥구,보라동,10.16,12456,32906
2023,경기도,용인시 기흥구,기흥동,11.71,9119,21293
2023,경기도,용인시 기흥구,서농동,4.22,11317,25240
2023,경기도,용인시 기흥구,구성동,6.9,15375,39303
2023,경기도,용인시 기흥구,마북동,5.39,12272,31449
2023,경기도,용인시 기흥구,동백1동,3.9,11656,32023
2023,경기도,용인시 기흥구,동백2동,3.96,9450,26894
2023,경기도,용인시 기흥구,동백3동,2.5,10114,26898
2023,경기도,용인시 기흥구,상하동,5.53,9205,23620
2023,경기도,용인시 기흥구,보정동,6.82,13170,35326
2023,경기도,용인시 수지구,,42.11,142506,377422
2023,경기도,용인시 수지구,풍덕천1동,1.94,15714,35189
2023,경기도,용인시 수지구,풍덕천2동,1.47,15353,41450
2023,경기도,용인시 수지구,신봉동,6.7,14765,41317
2023,경기도,용인시 수지구,죽전1동,2.38,10701,28433
2023,경기도,용인시 수지구,죽전2동,1.07,7651,18003
2023,경기도,용인시 수지구,죽전3동,2.08,10719,26584
2023,경기도,용인시 수지구,동천동,16.59,19507,50793
2023,경기도,용인시 수지구,상현1동,0.6,6624,20088
2023,경기도,용인시 수지구,상현2동,1.97,11491,33110
2023,경기도,용인시 수지구,상현3동,2.36,11179,27759
2023,경기도,용인시 수지구,성복동,4.94,18802,54696
2023,경기도,성남시,,141.63,409602,919747
2023,경기도,성남시 수정구,,45.45,116390,235942
2023,경기도,성남시 수정구,신흥1동,0.32,7707,12665
2023,경기도,성남시 수정구,신흥2동,1.14,11370,28895
2023,경기도,성남시 수정구,신흥3동,0.33,6416,10827
2023,경기도,성남시 수정구,태평1동,1.34,8516,14376
2023,경기도,성남시 수정구,태평2동,0.49,7794,14430
2023,경기도,성남시 수정구,태평3동,0.37,6679,12442
2023,경기도,성남시 수정구,태평4동,0.4,6264,11908
2023,경기도,성남시 수정구,수진1동,0.33,6975,11564
2023,경기도,성남시 수정구,수진2동,0.93,7636,15015
2023,경기도,성남시 수정구,단대동,0.8,6528,14574
2023,경기도,성남시 수정구,산성동,0.58,2196,4723
2023,경기도,성남시 수정구,양지동,1.26,4277,9331
2023,경기도,성남시 수정구,복정동,3.55,6568,10357
2023,경기도,성남시 수정구,위례동,3.19,18168,44987
2023,경기도,성남시 수정구,신촌동,5.02,2035,4575
2023,경기도,성남시 수정구,고등동,12.44,5243,11876
2023,경기도,성남시 수정구,시흥동,12.96,2018,3397
2023,경기도,성남시 중원구,,26.42,101034,210848
2023,경기도,성남시 중원구,성남동,1.99,18307,32430
2023,경기도,성남시 중원구,중앙동,0.68,7676,16925
2023,경기도,성남시 중원구,금광1동,0.68,8239,19567
2023,경기도,성남시 중원구,금광2동,1.03,12243,24691
2023,경기도,성남시 중원구,은행1동,0.22,4427,9676
2023,경기도,성남시 중원구,은행2동,2.46,10898,22175
2023,경기도,성남시 중원구,상대원1동,6.84,12174,24336
2023,경기도,성남시 중원구,상대원2동,0.42,1672,3169
2023,경기도,성남시 중원구,상대원3동,0.36,6460,11758
2023,경기도,성남시 중원구,하대원동,2.34,8154,19593
2023,경기도,성남시 중원구,도촌동,9.39,10784,26528
2023,경기도,성남시 분당구,,69.76,192178,472957
2023,경기도,성남시 분당구,분당동,3.4,10133,24888
2023,경기도,성남시 분당구,수내1동,1.03,7787,17838
2023,경기도,성남시 분당구,수내2동,0.81,3167,10355
2023,경기도,성남시 분당구,수내3동,1.05,5159,13436
2023,경기도,성남시 분당구,정자동,1.0,6390,14284
2023,경기도,성남시 분당구,정자1동,1.45,13963,30248
2023,경기도,성남시 분당구,정자2동,0.54,7330,14614
2023,경기도,성남시 분당구,정자3동,1.92,6636,16897
2023,경기도,성남시 분당구,서현1동,7.48,12584,31021
2023,경기도,성남시 분당구,서현2동,0.79,6599,17759
2023,경기도,성남시 분당구,이매1동,2.84,9003,24845
2023,경기도,성남시 분당구,이매2동,0.68,4441,13146
2023,경기도,성남시 분당구,야탑1동,1.14,7535,16808
2023,경기도,성남시 분당구,야탑2동,0.64,6034,15874
2023,경기도,성남시 분당구,야탑3동,5.07,12635,26838
2023,경기도,성남시 분당구,판교동,4.53,8999,26512
2023,경기도,성남시 분당구,삼평동,2.8,9058,23939
2023,경기도,성남시 분당구,백현동,1.98,10428,26848
2023,경기도,성남시 분당구,금곡동,5.76,12058,27083
2023,경기도,성남시 분당구,구미동,4.51,12576,28673
2023,경기도,성남시 분당구,구미1동,2.78,7101,16495
2023,경기도,성남시 분당구,운중동,17.57,12562,34556
2023,경기도,부천시,,53.46,344096,779968
2023,경기도,부천시,심곡동,2.42,32022,59193
2023,경기도,부천시,부천동,8.26,38161,85000
2023,경기도,부천시,중동,1.56,17680,39922
2023,경기도,부천시,신중동,4.55,55423,127690
2023,경기도,부천시,상동,3.8,31114,82491
2023,경기도,부천시,대산동,4.08,35478,76367
2023,경기도,부천시,소사본동,3.0,23714,53730
2023,경기도,부천시,범안동,5.75,40085,99963
2023,경기도,부천시,성곡동,8.1,35228,77558
2023,경기도,부천시,오정동,11.94,35191,78054
2023,경기도,화성시,,700.64,404623,944342
2023,경기도,화성시,봉담읍,42.73,39836,94785
2023,경기도,화성시,우정읍,61.67,9365,17411
2023,경기도,화성시,향남읍,50.01,39760,85268
2023,경기도,화성시,남양읍,67.41,28317,57316
2023,경기도,화성시,매송면,27.28,3501,6669
2023,경기도,화성시,비봉면,38.54,4444,7496
2023,경기도,화성시,마도면,32.92,4041,6805
2023,경기도,화성시,송산면,58.37,5677,10755
2023,경기도,화성시,서신면,43.49,4055,7147
2023,경기도,화성시,팔탄면,50.97,6166,9807
2023,경기도,화성시,장안면,67.66,5573,9950
2023,경기도,화성시,양감면,31.06,2446,3959
2023,경기도,화성시,정남면,40.68,6190,10968
2023,경기도,화성시,새솔동,2.98,8567,25755
2023,경기도,화성시,진안동,6.2,23555,50370
2023,경기도,화성시,병점1동,1.46,15925,36576
2023,경기도,화성시,병점2동,1.04,8759,22924
2023,경기도,화성시,반월동,3.97,13253,37265
2023,경기도,화성시,기배동,4.25,6020,16049
2023,경기도,화성시,화산동,11.61,12605,27204
2023,경기도,화성시,동탄1동,5.1,20819,50375
2023,경기도,화성시,동탄2동,2.16,11732,34409
2023,경기도,화성시,동탄3동,2.71,17564,40896
2023,경기도,화성시,동탄4동,4.24,16817,53440
2023,경기도,화성시,동탄5동,11.41,21223,46897
2023,경기도,화성시,동탄6동,9.49,18661,43340
2023,경기도,화성시,동탄7동,4.73,22414,56880
2023,경기도,화성시,동탄8동,6.53,12550,33657
2023,경기도,화성시,동탄9동,9.97,14788,39969
2023,경기도,안산시,,156.47,288567,629308
2023,경기도,안산시 상록구,,57.99,153212,334867
2023,경기도,안산시 상록구,일동,2.74,11184,23444
2023,경기도,안산시 상록구,이동,2.09,13367,22805
2023,경기도,안산시 상록구,사동,2.34,15387,30099
2023,경기도,안산시 상록구,사이동,3.65,12946,31111
2023,경기도,안산시 상록구,해양동,3.68,15514,40391
2023,경기도,안산시 상록구,본오1동,6.49,17347,35589
2023,경기도,안산시 상록구,본오2동,0.82,10846,24928
2023,경기도,안산시 상록구,본오3동,1.1,8981,18627
2023,경기도,안산시 상록구,부곡동,6.22,9417,20808
2023,경기도,안산시 상록구,월피동,5.55,16860,36464
2023,경기도,안산시 상록구,성포동,1.71,9658,25096
2023,경기도,안산시 상록구,반월동,13.24,7542,16831
2023,경기도,안산시 상록구,안산동,8.36,4163,8674
2023,경기도,안산시 단원구,,98.47,135355,294441
2023,경기도,안산시 단원구,와동,3.23,17461,36697
2023,경기도,안산시 단원구,고잔동,1.75,10089,20396
2023,경기도,안산시 단원구,중앙동,1.87,11846,23549
2023,경기도,안산시 단원구,호수동,2.48,16093,42772
2023,경기도,안산시 단원구,원곡동,1.29,3941,5613
2023,경기도,안산시 단원구,백운동,1.51,9583,24221
2023,경기도,안산시 단원구,신길동,6.83,9789,21222
2023,경기도,안산시 단원구,초지동,24.9,20415,45838
2023,경기도,안산시 단원구,선부1동,0.86,8124,17072
2023,경기도,안산시 단원구,선부2동,2.07,7558,14734
2023,경기도,안산시 단원구,선부3동,5.81,14964,33122
2023,경기도,안산시 단원구,대부동,45.94,5492,9205
2023,경기도,남양주시,,458.13,304768,732265
2023,경기도,남양주시,와부읍,49.87,22494,57586
2023,경기도,남양주시,진접읍,65.96,39698,96010
2023,경기도,남양주시,화도읍,71.49,48734,114124
2023,경기도,남양주시,진건읍,31.22,9914,20979
2023,경기도,남양주시,오남읍,25.26,21734,51729
2023,경기도,남양주시,퇴계원읍,3.27,11631,27461
2023,경기도,남양주시,별내면,22.16,8265,18505
2023,경기도,남양주시,수동면,72.73,4853,8807
2023,경기도,남양주시,조안면,50.67,1967,3874
2023,경기도,남양주시,호평동,9.15,21736,56341
2023,경기도,남양주시,평내동,7.25,14551,37869
2023,경기도,남양주시,금곡동,6.93,8873,17703
2023,경기도,남양주시,양정동,12.35,1783,2911
2023,경기도,남양주시,다산1동,5.55,40169,101791
2023,경기도,남양주시,다산2동,5.62,14059,36184
2023,경기도,남양주시,별내동,18.64,34307,80391
2023,경기도,안양시,,58.5,227627,544660
2023,경기도,안양시 만안구,,36.56,101831,230664
2023,경기도,안양시 만안구,안양1동,0.68,5121,11883
2023,경기도,안양시 만안구,안양2동,2.82,10872,22983
2023,경기도,안양시 만안구,안양3동,1.02,7359,15687
2023,경기도,안양시 만안구,안양4동,0.31,3563,6738
2023,경기도,안양시 만안구,안양5동,0.5,4886,10012
2023,경기도,안양시 만안구,안양6동,1.47,12632,26557
2023,경기도,안양시 만안구,안양7동,1.04,5798,15006
2023,경기도,안양시 만안구,안양8동,1.09,4235,8339
2023,경기도,안양시 만안구,안양9동,6.42,7103,16524
2023,경기도,안양시 만안구,석수1동,9.23,7502,18864
2023,경기도,안양시 만안구,석수2동,3.4,12629,30097
2023,경기도,안양시 만안구,석수3동,0.7,5442,12535
2023,경기도,안양시 만안구,박달1동,0.93,6892,14180
2023,경기도,안양시 만안구,박달2동,6.95,7797,21259
2023,경기도,안양시 동안구,,21.94,125796,313996
2023,경기도,안양시 동안구,비산1동,1.82,10661,28800
2023,경기도,안양시 동안구,비산2동,0.46,5173,14547
2023,경기도,안양시 동안구,비산3동,5.57,5177,11438
2023,경기도,안양시 동안구,부흥동,0.5,6312,16517
2023,경기도,안양시 동안구,달안동,0.44,5378,9952
2023,경기도,안양시 동안구,관양1동,3.2,15450,33816
2023,경기도,안양시 동안구,관양2동,1.79,8733,18375
2023,경기도,안양시 동안구,부림동,0.86,12148,25847
2023,경기도,안양시 동안구,평촌동,0.82,4921,14047
2023,경기도,안양시 동안구,평안동,0.64,8075,22945
2023,경기도,안양시 동안구,귀인동,0.64,5065,16228
2023,경기도,안양시 동안구,호계1동,1.05,8164,21250
2023,경기도,안양시 동안구,호계2동,1.41,7469,18847
2023,경기도,안양시 동안구,호계3동,0.75,8948,23160
2023,경기도,안양시 동안구,범계동,0.64,5838,15326
2023,경기도,안양시 동안구,신촌동,0.66,4448,12386
2023,경기도,안양시 동안구,갈산동,0.69,3836,10515
2023,경기도,평택시,,458.45,279835,591022
2023,경기도,평택시,팽성읍,56.74,15944,28340
2023,경기도,평택시,안중읍,28.57,19260,42738
2023,경기도,평택시,포승읍,61.3,13927,23639
2023,경기도,평택시,청북읍,52.56,11306,26635
2023,경기도,평택시,진위면,34.03,6068,11132
2023,경기도,평택시,서탄면,28.55,1954,3566
2023,경기도,평택시,고덕면,22.18,6291,12764
2023,경기도,평택시,오성면,32.51,3275,6458
2023,경기도,평택시,현덕면,45.85,3076,5806
2023,경기도,평택시,중앙동,5.3,21520,43275
2023,경기도,평택시,서정동,1.74,12542,23875
2023,경기도,평택시,송탄동,19.55,9583,21903
2023,경기도,평택시,지산동,0.69,7664,12697
2023,경기도,평택시,송북동,7.15,9546,21375
2023,경기도,평택시,신장1동,1.6,3874,7058
2023,경기도,평택시,신장2동,0.63,3178,5108
2023,경기도,평택시,신평동,6.37,11684,20563
2023,경기도,평택시,원평동,5.25,7091,13296
2023,경기도,평택시,통복동,0.56,2348,3818
2023,경기도,평택시,비전1동,13.0,22006,51603
2023,경기도,평택시,비전2동,4.75,23126,57657
2023,경기도,평택시,세교동,7.12,15794,37632
2023,경기도,평택시,용이동,2.64,11180,25882
2023,경기도,평택시,동삭동,3.07,17717,41544
2023,경기도,평택시,고덕동,16.54,19881,42658
2023,경기도,시흥시,,139.94,228474,519715
2023,경기도,시흥시,대야동,9.85,18333,42477
2023,경기도,시흥시,신천동,3.44,16131,33845
2023,경기도,시흥시,신현동,12.65,4342,9263
2023,경기도,시흥시,은행동,3.97,20866,55147
