way_id,highway,name,ref,lanes,maxspeed,oneway,bridge,tunnel,length_m,traffic_match,traffic_match_method,matched_route_name_norm,matched_route_no,vol_mean,vol_min,vol_max,spd_mean,trvlTime_mean,traffic_rows_used,boundary_validation_status,boundary_inside_vertex_count,boundary_outside_vertex_count,boundary_intersects,source_road,source_traffic,traffic_match_original,traffic_observed_match,traffic_inferred,inferred_distance_m
51066040,motorway,영동고속도로,50,3,100,yes,yes,,435.15,matched,route_name_match,영동고속도로,,1.658,0,71,60.946,51.225,409,crossing_boundary,4,1,yes,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
51066041,motorway,영동고속도로,50,3,100,yes,,,455.36,matched,route_name_match,영동고속도로,,1.658,0,71,60.946,51.225,409,inside,4,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
51066042,motorway,영동고속도로,50,3,100,yes,,,459.36,matched,route_name_match,영동고속도로,,1.658,0,71,60.946,51.225,409,inside,4,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
51066043,motorway,영동고속도로,50,3,100,yes,,,50.79,matched,route_name_match,영동고속도로,,1.658,0,71,60.946,51.225,409,inside,2,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
51066044,motorway,영동고속도로,50,3,100,yes,yes,,61.62,matched,route_name_match,영동고속도로,,1.658,0,71,60.946,51.225,409,inside,2,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
51066045,motorway,영동고속도로,50,3,100,yes,,,46.0,matched,route_name_match,영동고속도로,,1.658,0,71,60.946,51.225,409,inside,2,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
51066046,motorway,영동고속도로,50,3,100,yes,yes,,57.67,matched,route_name_match,영동고속도로,,1.658,0,71,60.946,51.225,409,inside,2,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
51066054,motorway,영동고속도로,50,3,80,yes,yes,,87.0,matched,route_name_match,영동고속도로,,1.658,0,71,60.946,51.225,409,inside,2,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
51066055,motorway,영동고속도로,50,3,100,yes,yes,,89.38,matched,route_name_match,영동고속도로,,1.658,0,71,60.946,51.225,409,inside,2,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
51066056,motorway,영동고속도로,50,3,80,yes,,,177.5,matched,route_name_match,영동고속도로,,1.658,0,71,60.946,51.225,409,inside,3,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
51066057,motorway,영동고속도로,50,3,100,yes,,,177.76,matched,route_name_match,영동고속도로,,1.658,0,71,60.946,51.225,409,inside,3,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
51066581,tertiary,덕영대로,,,,yes,,,707.42,matched,route_name_alias_match,덕영대로/오봉로,,0,0,0,17.5,4.5,4,inside,13,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
51066582,motorway_link,,,,,yes,,,620.24,inferred,inferred_nearest_family,영동고속도로,,1.658,1.658,1.658,60.946,51.225,409,inside,24,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping) + inferred(inferred_nearest_family),no_match,no,yes,0
51066586,motorway_link,,,,,yes,,,321.91,inferred,inferred_nearest_family,영동고속도로,,1.658,1.658,1.658,60.946,51.225,409,inside,12,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping) + inferred(inferred_nearest_family),no_match,no,yes,0
51066587,secondary,덕영대로,,,,yes,yes,,29.41,matched,route_name_alias_match,덕영대로/오봉로,,0,0,0,17.5,4.5,4,inside,2,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
51066588,motorway_link,,,,,yes,,,430.99,inferred,inferred_nearest_family,영동고속도로,,1.658,1.658,1.658,60.946,51.225,409,inside,12,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping) + inferred(inferred_nearest_family),no_match,no,yes,0
51066589,motorway_link,,,,,yes,,,280.7,inferred,inferred_nearest_family,수도권제1순환고속도로,,15.786,15.786,15.786,64.928,44.817,542,inside,14,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping) + inferred(inferred_nearest_family),no_match,no,yes,0
51066820,motorway_link,,,,,yes,,,374.66,inferred,inferred_nearest_family,수도권제1순환고속도로,,15.786,15.786,15.786,64.928,44.817,542,inside,18,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping) + inferred(inferred_nearest_family),no_match,no,yes,0
51066895,motorway_link,,,,,yes,,,485.88,inferred,inferred_nearest_family,수도권제1순환고속도로,,15.786,15.786,15.786,64.928,44.817,542,inside,11,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping) + inferred(inferred_nearest_family),no_match,no,yes,0
51066898,motorway_link,,,,,yes,,,1007.35,inferred,inferred_nearest_family,수도권제1순환고속도로,,15.786,15.786,15.786,64.928,44.817,542,crossing_boundary,6,12,yes,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping) + inferred(inferred_nearest_family),no_match,no,yes,0
51066899,motorway_link,,,,,yes,,,158.27,inferred,inferred_nearest_family,수도권제1순환고속도로,,15.786,15.786,15.786,64.928,44.817,542,crossing_boundary,10,1,yes,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping) + inferred(inferred_nearest_family),no_match,no,yes,0
51066900,motorway_link,,,,,yes,yes,,74.52,inferred,inferred_nearest_family,수도권제1순환고속도로,,15.786,15.786,15.786,64.928,44.817,542,inside,2,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping) + inferred(inferred_nearest_family),no_match,no,yes,0
51066901,motorway_link,,,,,yes,,,441.14,inferred,inferred_nearest_family,수도권제1순환고속도로,,15.786,15.786,15.786,64.928,44.817,542,inside,25,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping) + inferred(inferred_nearest_family),no_match,no,yes,0
51066902,motorway_link,,,,,yes,yes,,73.56,inferred,inferred_nearest_family,수도권제1순환고속도로,,15.786,15.786,15.786,64.928,44.817,542,inside,2,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping) + inferred(inferred_nearest_family),no_match,no,yes,0
51067523,trunk,봉담과천로,309,,,yes,,yes,641.83,matched,route_name_match,봉담과천로,,0,0,0,57.511,25.275,131,crossing_boundary,2,2,yes,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
51068017,trunk,봉담과천로,309,,90,yes,,yes,394.78,matched,route_name_match,봉담과천로,,0,0,0,57.511,25.275,131,inside,4,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
51068018,trunk,봉담과천로,309,,90,yes,,yes,345.35,matched,route_name_match,봉담과천로,,0,0,0,57.511,25.275,131,inside,5,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
58778377,trunk,봉담과천로,309,,90,yes,,,373.78,matched,route_name_match,봉담과천로,,0,0,0,57.511,25.275,131,inside,6,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
58794095,motorway,수도권제1순환고속도로,100,4,100,yes,yes,,2312.65,matched,route_name_match,수도권제1순환고속도로,,15.786,0,95,64.928,44.817,542,crossing_boundary,8,14,yes,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
58800548,trunk,봉담과천로,309,,90,yes,,,1242.88,matched,route_name_match,봉담과천로,,0,0,0,57.511,25.275,131,inside,17,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
58800549,trunk,봉담과천로,309,,90,yes,yes,,243.18,matched,route_name_match,봉담과천로,,0,0,0,57.511,25.275,131,inside,4,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
58800551,trunk,봉담과천로,309,,90,yes,yes,,242.24,matched,route_name_match,봉담과천로,,0,0,0,57.511,25.275,131,inside,4,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
58800563,trunk,봉담과천로,309,,90,yes,yes,,228.14,matched,route_name_match,봉담과천로,,0,0,0,57.511,25.275,131,crossing_boundary,1,1,yes,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
58800581,trunk,봉담과천로,309,,90,yes,yes,,229.61,matched,route_name_match,봉담과천로,,0,0,0,57.511,25.275,131,crossing_boundary,1,1,yes,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
58800586,trunk,봉담과천로,309,,90,yes,,,1705.63,matched,route_name_match,봉담과천로,,0,0,0,57.511,25.275,131,inside,20,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
58800589,trunk_link,,,,,yes,,,404.8,inferred,inferred_nearest_family,봉담과천로,,0,0,0,57.511,25.275,131,crossing_boundary,1,18,yes,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping) + inferred(inferred_nearest_family),no_match,no,yes,0
58800590,trunk_link,,,,,yes,,,331.93,inferred,inferred_nearest_family,봉담과천로,,0,0,0,57.511,25.275,131,inside,18,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping) + inferred(inferred_nearest_family),no_match,no,yes,0
58800591,trunk_link,,,,,yes,,,571.59,inferred,inferred_nearest_family,봉담과천로,,0,0,0,57.511,25.275,131,inside,20,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping) + inferred(inferred_nearest_family),no_match,no,yes,0
58858217,motorway_link,,,,,yes,yes,,281.21,inferred,inferred_nearest_family,수도권제1순환고속도로,,15.786,15.786,15.786,64.928,44.817,542,inside,12,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping) + inferred(inferred_nearest_family),no_match,no,yes,0
58858218,motorway_link,,,,,yes,yes,,126.46,inferred,inferred_nearest_family,수도권제1순환고속도로,,15.786,15.786,15.786,64.928,44.817,542,inside,2,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping) + inferred(inferred_nearest_family),no_match,no,yes,0
58858220,trunk,봉담과천로,,,,yes,yes,,328.06,matched,route_name_match,봉담과천로,,0,0,0,57.511,25.275,131,inside,2,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
58858221,motorway_link,,,,,yes,,,262.1,inferred,inferred_nearest_family,수도권제1순환고속도로,,15.786,15.786,15.786,64.928,44.817,542,inside,3,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping) + inferred(inferred_nearest_family),no_match,no,yes,0
58858222,motorway_link,,,,,yes,yes,,571.18,inferred,inferred_nearest_family,수도권제1순환고속도로,,15.786,15.786,15.786,64.928,44.817,542,inside,17,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping) + inferred(inferred_nearest_family),no_match,no,yes,0
58858223,motorway_link,,,,,yes,,,172.42,inferred,inferred_nearest_family,제2경인고속도로,,7.236,7.236,7.236,62.317,61.545,123,inside,2,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping) + inferred(inferred_nearest_family),no_match,no,yes,0
58858224,motorway_link,,,,,yes,,,97.35,inferred,inferred_nearest_family,제2경인고속도로,,7.236,7.236,7.236,62.317,61.545,123,inside,6,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping) + inferred(inferred_nearest_family),no_match,no,yes,0
58858225,motorway_link,,,,,yes,yes,,309.3,inferred,inferred_nearest_family,제2경인고속도로,,7.236,7.236,7.236,62.317,61.545,123,inside,2,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping) + inferred(inferred_nearest_family),no_match,no,yes,0
58858226,motorway_link,,,,,yes,yes,,347.12,inferred,inferred_nearest_family,제2경인고속도로,,7.236,7.236,7.236,62.317,61.545,123,inside,8,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping) + inferred(inferred_nearest_family),no_match,no,yes,0
58858227,motorway_link,,,,,yes,,,78.85,inferred,inferred_nearest_family,제2경인고속도로,,7.236,7.236,7.236,62.317,61.545,123,inside,2,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping) + inferred(inferred_nearest_family),no_match,no,yes,0
58858228,motorway_link,,,,,yes,yes,,111.78,inferred,inferred_nearest_family,영동고속도로,,1.658,1.658,1.658,60.946,51.225,409,inside,5,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping) + inferred(inferred_nearest_family),no_match,no,yes,0
58858229,motorway_link,,,,,yes,,,135.26,inferred,inferred_nearest_family,영동고속도로,,1.658,1.658,1.658,60.946,51.225,409,inside,5,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping) + inferred(inferred_nearest_family),no_match,no,yes,0
58858230,motorway_link,,,,,yes,,,194.86,inferred,inferred_nearest_family,영동고속도로,,1.658,1.658,1.658,60.946,51.225,409,inside,4,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping) + inferred(inferred_nearest_family),no_match,no,yes,0
58858231,motorway_link,,,,,yes,yes,,594.8,inferred,inferred_nearest_family,영동고속도로,,1.658,1.658,1.658,60.946,51.225,409,inside,13,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping) + inferred(inferred_nearest_family),no_match,no,yes,0
58858232,motorway_link,,,,,yes,,,231.01,inferred,inferred_nearest_family,영동고속도로,,1.658,1.658,1.658,60.946,51.225,409,inside,5,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping) + inferred(inferred_nearest_family),no_match,no,yes,0
58858233,trunk,봉담과천로,,,,yes,,,211.84,matched,route_name_match,봉담과천로,,0,0,0,57.511,25.275,131,inside,2,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
58858234,motorway_link,,,,,yes,,,175.77,inferred,inferred_nearest_family,제2경인고속도로,,7.236,7.236,7.236,62.317,61.545,123,inside,4,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping) + inferred(inferred_nearest_family),no_match,no,yes,0
58858235,motorway_link,,,,,yes,yes,,600.74,inferred,inferred_nearest_family,제2경인고속도로,,7.236,7.236,7.236,62.317,61.545,123,inside,11,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping) + inferred(inferred_nearest_family),no_match,no,yes,0
58858236,motorway_link,,,,,yes,,,344.19,inferred,inferred_nearest_family,수도권제1순환고속도로,,15.786,15.786,15.786,64.928,44.817,542,inside,7,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping) + inferred(inferred_nearest_family),no_match,no,yes,0
58858237,trunk,봉담과천로,309,,90,yes,yes,,299.72,matched,route_name_match,봉담과천로,,0,0,0,57.511,25.275,131,inside,2,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
58858238,trunk,봉담과천로,309,,90,yes,,,986.44,matched,route_name_match,봉담과천로,,0,0,0,57.511,25.275,131,inside,8,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
58858239,motorway_link,,,,50,yes,yes,,281.26,inferred,inferred_nearest_family,수도권제1순환고속도로,,15.786,15.786,15.786,64.928,44.817,542,inside,7,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping) + inferred(inferred_nearest_family),no_match,no,yes,0
58858242,motorway,수도권제1순환고속도로,100,4,100,yes,,,1848.47,matched,route_name_match,수도권제1순환고속도로,,15.786,0,95,64.928,44.817,542,inside,16,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
58858243,trunk,봉담과천로,309,,90,yes,,,199.95,matched,route_name_match,봉담과천로,,0,0,0,57.511,25.275,131,inside,2,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
58858245,trunk,봉담과천로,309,,90,yes,yes,,248.67,matched,route_name_match,봉담과천로,,0,0,0,57.511,25.275,131,inside,2,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
58858247,trunk,봉담과천로,309,,90,yes,,,180.64,matched,route_name_match,봉담과천로,,0,0,0,57.511,25.275,131,inside,2,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
58858248,trunk,봉담과천로,309,,90,yes,,,191.74,matched,route_name_match,봉담과천로,,0,0,0,57.511,25.275,131,inside,2,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
58858249,trunk,봉담과천로,309,,90,yes,yes,,299.02,matched,route_name_match,봉담과천로,,0,0,0,57.511,25.275,131,inside,2,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
58858251,motorway,수도권제1순환고속도로,100,5,100,yes,yes,,229.54,matched,route_name_match,수도권제1순환고속도로,,15.786,0,95,64.928,44.817,542,inside,2,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
58858252,motorway,수도권제1순환고속도로,100,4,100,yes,,,1198.53,matched,route_name_match,수도권제1순환고속도로,,15.786,0,95,64.928,44.817,542,inside,4,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
58858254,motorway,수도권제1순환고속도로,100,4,100,yes,yes,,579.0,matched,route_name_match,수도권제1순환고속도로,,15.786,0,95,64.928,44.817,542,inside,5,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
58858255,motorway,수도권제1순환고속도로,100,5,100,yes,yes,,236.19,matched,route_name_match,수도권제1순환고속도로,,15.786,0,95,64.928,44.817,542,inside,2,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
58858256,trunk,봉담과천로,309,,90,yes,yes,,247.87,matched,route_name_match,봉담과천로,,0,0,0,57.511,25.275,131,inside,2,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
58858257,motorway,수도권제1순환고속도로,100,4,100,yes,yes,,2326.51,matched,route_name_match,수도권제1순환고속도로,,15.786,0,95,64.928,44.817,542,crossing_boundary,9,15,yes,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
58858258,motorway,수도권제1순환고속도로,100,4,100,yes,,,1199.98,matched,route_name_match,수도권제1순환고속도로,,15.786,0,95,64.928,44.817,542,inside,4,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
58858259,motorway,수도권제1순환고속도로,100,4,100,yes,yes,,362.3,matched,route_name_match,수도권제1순환고속도로,,15.786,0,95,64.928,44.817,542,inside,4,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
58858260,motorway,수도권제1순환고속도로,100,4,100,yes,yes,,123.25,matched,route_name_match,수도권제1순환고속도로,,15.786,0,95,64.928,44.817,542,inside,2,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
58858261,trunk,봉담과천로,309,,90,yes,,,422.92,matched,route_name_match,봉담과천로,,0,0,0,57.511,25.275,131,inside,5,0,no,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping),matched,yes,no,
