grid_id,centroid_lon,centroid_lat,dist_cctv_m,dist_bus_m,dist_accident_m,dist_fatal_m,dist_school_m,score_gap_0_1,score_bus_0_1,score_accident_0_1,score_fatal_0_1,score_school_0_1,vulnerability_0_1,total_score_0_100,priority_rank,candidate_flag
536,126.99607599,37.36010256,2321.46,237.3,2314.78,290.56,1443.09,1.0,0.836368,0.522154,0.936093,0.477941,0.702546,88.102,1,True
537,126.99606092,37.36235594,2305.7,209.87,2377.43,334.55,1382.43,1.0,0.867208,0.503898,0.907636,0.505304,0.697892,87.916,2,True
504,126.99323783,37.36234388,2258.42,416.71,2140.25,182.82,1432.48,0.986232,0.634685,0.573002,1.0,0.482724,0.699896,87.17,3,True
535,126.99609105,37.35784918,2205.51,41.88,2277.98,426.53,1310.92,0.958684,1.0,0.532875,0.848139,0.53756,0.721582,86.384,4,True
567,126.99889899,37.36011455,2537.82,138.57,2560.21,536.59,1415.66,1.0,0.947354,0.450643,0.776944,0.490312,0.653826,86.153,5,False
568,126.99888401,37.36236794,2287.85,198.6,2617.0,561.63,1212.07,1.0,0.879873,0.434098,0.760746,0.58215,0.643455,85.738,6,False
566,126.99891397,37.35786117,2434.72,131.29,2526.99,620.82,1537.21,1.0,0.955541,0.460322,0.722452,0.435486,0.63428,85.371,7,False
503,126.99325298,37.3600905,2109.64,220.53,2070.43,76.97,1250.2,0.908774,0.855214,0.593346,1.0,0.564947,0.763456,85.065,8,True
289,126.97349112,37.38020756,1737.11,51.27,484.69,108.89,321.86,0.714838,1.0,1.0,1.0,0.9837,0.997555,82.792,9,True
565,126.99892895,37.35560779,2351.16,312.73,2518.27,779.69,1457.4,1.0,0.751575,0.462863,0.619683,0.471487,0.568945,82.758,10,False
317,126.97617401,37.38029707,1715.73,104.19,339.85,183.88,332.22,0.703708,0.986005,1.0,1.0,0.979031,0.994056,81.985,11,True
598,127.001722,37.36012648,2546.28,327.25,2806.45,785.13,1298.88,1.0,0.735249,0.378898,0.616169,0.542988,0.545963,81.839,12,False
502,126.99326814,37.35783712,1981.32,104.44,2029.21,321.6,1094.99,0.841975,0.985718,0.605357,0.916015,0.63496,0.779067,81.681,13,True
471,126.99041475,37.36233175,2070.47,464.88,1906.35,282.71,1287.44,0.888386,0.580535,0.641152,0.941171,0.548149,0.705084,81.507,14,True
599,127.0017071,37.36237986,2297.23,398.22,2858.35,802.45,1073.36,1.0,0.655465,0.363776,0.604964,0.644717,0.536611,81.464,15,False
534,126.99610612,37.35559579,2112.9,216.03,2268.3,635.94,1216.35,0.910473,0.860273,0.535695,0.712672,0.580218,0.660382,81.044,16,False
597,127.0017369,37.3578731,2667.68,324.23,2776.18,844.94,1532.02,1.0,0.738641,0.387718,0.577477,0.437824,0.522346,80.894,17,False
505,126.99322268,37.36459726,2107.6,394.3,2236.0,431.19,1438.09,0.907714,0.659876,0.545106,0.845122,0.480195,0.648328,80.396,18,False
538,126.99604585,37.36460933,2057.91,160.84,2463.98,514.22,1225.2,0.881845,0.922319,0.478682,0.791411,0.576227,0.67586,79.945,19,True
345,126.97901335,37.37805617,1764.02,270.29,582.11,443.07,376.65,0.728846,0.799276,1.0,0.837436,0.958988,0.904934,79.928,20,True
470,126.99042998,37.36007837,1907.08,239.48,1827.62,228.96,1080.98,0.803323,0.833917,0.664092,0.975937,0.641282,0.788189,79.727,21,True
564,126.99894393,37.3533544,2291.95,517.41,2534.3,977.46,1417.74,1.0,0.521478,0.458192,0.491755,0.489373,0.485595,79.424,22,False
316,126.97618968,37.3780437,1621.85,25.38,580.35,229.81,135.52,0.654836,1.0,1.0,0.975389,1.0,0.992617,78.995,23,True
10,126.93242831,37.31831053,2263.0,276.53,1790.67,1603.84,1584.97,0.988616,0.792262,0.674858,0.086566,0.413941,0.482714,78.625,24,False
290,126.97359027,37.38255291,1655.13,172.54,354.46,344.79,370.94,0.672163,0.909173,1.0,0.901013,0.961563,0.946373,78.185,25,True
596,127.00175179,37.35561971,2591.64,477.66,2768.25,967.69,1701.03,1.0,0.566162,0.39003,0.498073,0.36159,0.453403,78.136,26,False
266,126.97164059,37.37944129,1606.31,126.78,664.58,239.95,315.83,0.646744,0.960611,1.0,0.968828,0.986422,0.980734,78.034,27,True
472,126.99039951,37.36458513,2090.67,640.37,2013.25,482.1,1507.15,0.898898,0.383254,0.610006,0.812187,0.449042,0.601165,77.98,28,False
569,126.99886902,37.36462132,2037.89,120.38,2695.86,684.05,1029.13,0.871424,0.967804,0.411119,0.681553,0.664669,0.641619,77.95,29,False
563,126.99895891,37.35110101,2259.01,472.96,2574.62,1194.96,1421.62,0.986538,0.571444,0.446444,0.351059,0.487626,0.449006,77.153,30,False
631,127.00453019,37.36239172,2333.51,593.31,3101.08,1047.58,979.85,1.0,0.436152,0.293056,0.446394,0.686899,0.426753,77.07,31,False
18,126.93437895,37.31919152,2078.69,79.61,1625.48,1417.43,1435.78,0.892663,1.0,0.722987,0.207147,0.481239,0.587376,77.055,32,False
630,127.00454501,37.36013834,2579.06,565.67,3053.31,1034.37,1222.74,1.0,0.467227,0.306975,0.454939,0.577334,0.423968,76.959,33,False
9,126.93158079,37.31689386,2345.96,435.15,1865.98,1712.34,1642.01,1.0,0.613955,0.652915,0.016374,0.388211,0.414455,76.578,34,False
593,127.00179647,37.34885955,2389.94,149.05,2877.7,1534.25,1710.7,1.0,0.935569,0.358138,0.131579,0.357228,0.40552,76.221,35,False
629,127.00455982,37.35788495,2825.38,563.93,3025.51,1080.47,1468.02,1.0,0.469183,0.315075,0.425116,0.466693,0.401652,76.066,36,False
594,127.00178158,37.35111293,2508.34,399.02,2819.61,1325.3,1670.48,1.0,0.654568,0.375066,0.266743,0.375371,0.398515,75.941,37,False
469,126.99044522,37.35782499,1764.09,117.18,1780.78,387.2,896.94,0.728887,0.971399,0.677738,0.873577,0.724295,0.802206,75.821,38,True
17,126.93429153,37.31700767,2110.52,304.03,1625.47,1478.23,1403.32,0.909236,0.761352,0.722991,0.167819,0.495881,0.530045,75.756,39,False
288,126.97336602,37.37803116,1508.0,120.16,678.05,185.24,140.95,0.595563,0.968055,0.999031,1.0,1.0,0.993272,75.465,40,True
595,127.00176669,37.35336632,2538.04,649.01,2782.84,1133.1,1667.18,1.0,0.373537,0.385779,0.391071,0.376857,0.38358,75.343,41,False
562,126.99897388,37.34884762,2192.25,294.44,2638.12,1320.37,1468.67,0.951784,0.772133,0.427943,0.269933,0.466401,0.455147,75.313,42,False
501,126.99328328,37.35558374,1877.69,284.38,2018.34,570.9,979.8,0.788025,0.783437,0.608524,0.754748,0.686921,0.699134,75.247,43,True
600,127.0016922,37.36463325,2048.42,246.08,2930.73,892.43,861.45,0.876903,0.826497,0.342688,0.54676,0.740303,0.560314,75.027,44,False
533,126.99612118,37.35334241,2046.81,465.39,2286.09,867.14,1168.55,0.876067,0.579959,0.530513,0.563119,0.601781,0.560874,74.999,45,False
19,126.935239,37.32074551,1989.66,119.25,1578.31,1327.68,1416.94,0.846313,0.969079,0.736732,0.265206,0.489737,0.604694,74.967,46,False
592,127.00181136,37.34660616,2252.58,101.08,2955.87,1570.47,1785.35,0.983191,0.989504,0.335363,0.10815,0.323552,0.396256,74.842,47,False
318,126.97615834,37.38255044,1509.46,119.32,138.52,280.84,316.41,0.596324,0.968996,1.0,0.942382,0.98616,0.974438,74.757,48,True
8,126.93150913,37.31475369,2330.41,629.77,1897.6,1795.61,1650.91,1.0,0.395165,0.643702,0.0,0.384199,0.361959,74.478,49,False
6,126.9323845,37.31044739,2282.88,599.48,1962.17,1964.72,1683.72,0.998966,0.429215,0.62489,0.0,0.369399,0.359964,74.337,50,False
436,126.98759166,37.36231956,1872.87,548.07,1677.11,501.42,1178.14,0.785516,0.487008,0.707945,0.79969,0.597453,0.674708,74.119,51,True
346,126.97899776,37.38030954,1597.51,331.57,342.85,421.08,483.6,0.642165,0.730389,1.0,0.851659,0.910746,0.888187,74.057,52,True
2,126.92972039,37.31645058,2503.16,591.81,2033.26,1884.33,1804.5,1.0,0.43784,0.604176,0.0,0.314918,0.346267,73.851,53,False
7,126.93165453,37.31258944,2319.97,680.15,1940.07,1889.56,1675.25,1.0,0.338533,0.631329,0.0,0.37322,0.344655,73.786,54,False
628,127.00457463,37.35563157,2833.76,664.12,3018.23,1178.95,1714.67,1.0,0.356558,0.317196,0.361414,0.355437,0.34407,73.763,55,False
12,126.93437595,37.30574078,2262.51,527.77,2086.5,2110.1,1796.33,0.988357,0.509838,0.588665,0.0,0.318604,0.355791,73.533,56,False
1,126.92984339,37.31536224,2481.44,664.3,2033.79,1909.68,1794.18,1.0,0.356357,0.604023,0.0,0.319571,0.330615,73.225,57,False
16,126.93430842,37.3147543,2082.6,416.89,1653.6,1569.45,1403.85,0.894701,0.634485,0.714793,0.108812,0.49564,0.484064,73.045,58,False
531,126.9961513,37.34883564,2003.65,286.92,2400.66,1071.62,1229.84,0.853596,0.780592,0.497129,0.430841,0.574134,0.545486,73.035,59,False
473,126.99038427,37.36683851,1953.89,446.38,2139.76,714.09,1573.25,0.827696,0.601332,0.573145,0.662121,0.419229,0.582388,72.957,60,False
291,126.97360719,37.3847768,1483.15,76.5,389.76,452.94,151.48,0.582628,1.0,1.0,0.831052,1.0,0.949316,72.93,61,True
5,126.93203167,37.30737593,2393.57,645.95,2150.01,2181.23,1862.42,1.0,0.376981,0.570159,0.0,0.288788,0.31827,72.731,62,False
13,126.93435911,37.30799415,2176.23,430.75,1939.38,1974.62,1650.84,0.943445,0.6189,0.631529,0.0,0.384228,0.402449,72.705,63,False
435,126.98760698,37.36006618,1717.07,305.64,1587.04,473.21,948.16,0.704406,0.75954,0.734188,0.817942,0.701191,0.759435,72.642,64,True
26,126.9371129,37.31702113,1864.66,205.18,1375.66,1241.23,1154.47,0.781239,0.872478,0.795774,0.321125,0.608131,0.640574,72.497,65,False
626,127.00460425,37.35112479,2739.59,468.76,3065.4,1486.58,1919.63,1.0,0.576165,0.303451,0.162415,0.262982,0.309613,72.385,66,False
662,127.00735329,37.36240352,2395.47,805.04,3344.87,1294.57,945.04,1.0,0.198142,0.222023,0.28662,0.7026,0.308712,72.348,67,False
625,127.00461906,37.3488714,2596.66,287.64,3118.92,1675.54,1954.74,1.0,0.779772,0.287856,0.040184,0.247148,0.305832,72.233,68,False
27,126.93709609,37.3192745,1838.59,188.32,1387.51,1177.99,1206.77,0.767667,0.891432,0.792322,0.362036,0.584538,0.651891,72.136,69,False
632,127.00451538,37.36464511,2089.02,481.27,3152.01,1082.75,741.69,0.898044,0.562109,0.278217,0.423644,0.794327,0.45604,72.124,70,False
11,126.93443853,37.30385613,2301.84,669.84,2220.58,2228.89,1931.4,1.0,0.350125,0.5496,0.0,0.257676,0.301036,72.041,71,False
661,127.00736802,37.36015013,2635.25,811.09,3300.63,1283.91,1195.03,1.0,0.191333,0.234913,0.293519,0.589835,0.297017,71.881,72,False
375,126.98185252,37.37581521,1728.77,570.14,901.23,780.26,650.66,0.710495,0.462205,0.934006,0.619314,0.835387,0.730446,71.848,73,True
627,127.00458944,37.35337818,2784.83,694.08,3031.61,1318.11,1916.77,1.0,0.322881,0.313295,0.271393,0.264275,0.295288,71.812,74,False
14,126.93434219,37.31024754,2116.15,432.09,1814.92,1834.7,1532.58,0.912164,0.61739,0.667792,0.0,0.437575,0.422841,71.644,75,False
663,127.00733855,37.3646569,2158.02,726.42,3344.73,1069.04,695.05,0.93396,0.286523,0.222066,0.432513,0.815362,0.387086,71.521,76,False
624,127.00463386,37.34661801,2470.82,265.97,3191.19,1819.72,2020.39,1.0,0.804141,0.266801,0.0,0.217532,0.286838,71.474,77,False
15,126.93432531,37.31250092,2084.5,449.78,1718.04,1692.97,1448.2,0.895691,0.597506,0.696018,0.028905,0.475634,0.443124,71.466,78,False
344,126.97902894,37.3758028,1574.76,357.27,827.74,583.36,418.16,0.630321,0.701501,0.955416,0.746685,0.940261,0.839741,71.409,79,True
4,126.93183012,37.30574201,2470.95,721.75,2265.71,2300.89,1976.14,1.0,0.291772,0.536451,0.0,0.237493,0.281736,71.269,80,False
347,126.97898217,37.38256291,1373.6,124.74,145.74,174.26,251.23,0.525597,0.962899,1.0,1.0,1.0,0.99258,71.239,81,True
532,126.99613624,37.35108902,2009.85,536.9,2330.71,1106.54,1173.24,0.856828,0.49957,0.517512,0.408256,0.599662,0.49347,71.148,82,False
660,127.00738275,37.35789674,2876.77,809.88,3274.93,1321.33,1445.02,1.0,0.192696,0.242402,0.26931,0.477068,0.275733,71.029,83,False
695,127.01016173,37.36466863,2252.79,974.04,3544.61,1112.81,735.59,0.983297,0.008161,0.163828,0.4042,0.797076,0.299793,70.99,84,False
376,126.98183702,37.37806858,1630.15,520.07,682.57,681.77,624.79,0.659154,0.518488,0.997714,0.683027,0.847057,0.784864,70.944,85,True
439,126.98754569,37.36907969,1855.65,239.04,1797.29,1041.12,1464.36,0.77655,0.83441,0.67293,0.450575,0.468346,0.607832,70.906,86,False
265,126.97085442,37.37782424,1414.99,103.01,836.31,361.28,187.26,0.547146,0.987327,0.95292,0.890344,1.0,0.948091,70.752,87,True
25,126.9371297,37.31476775,1832.99,188.37,1408.8,1348.58,1155.12,0.764755,0.891377,0.786119,0.251687,0.607839,0.620099,70.689,88,False
28,126.93708674,37.32152378,1824.85,273.49,1442.47,1165.36,1304.88,0.760516,0.795687,0.77631,0.370205,0.540282,0.62295,70.549,89,False
561,126.99898886,37.34659424,2041.64,248.49,2723.18,1321.51,1554.99,0.873375,0.823787,0.403162,0.269199,0.427465,0.450744,70.432,90,False
757,127.01579362,37.36694526,2308.64,1144.1,3746.65,1154.7,864.35,1.0,0.0,0.104961,0.3771,0.738997,0.260716,70.429,91,False
506,126.99320752,37.36685064,1867.01,485.74,2281.59,680.75,1335.33,0.782463,0.557086,0.531823,0.683686,0.526548,0.581643,70.214,92,False
377,126.98182152,37.38032195,1511.74,360.52,494.57,505.34,580.18,0.597512,0.697852,1.0,0.797157,0.867178,0.858794,70.203,93,True
726,127.01298492,37.36468028,2370.24,1203.89,3726.51,1207.82,850.94,1.0,0.0,0.11083,0.342736,0.745046,0.253368,70.135,94,False
3,126.93223015,37.30404991,2498.11,793.09,2352.57,2373.02,2062.42,1.0,0.211577,0.511142,0.0,0.198572,0.251001,70.04,95,False
468,126.99046045,37.35557161,1646.85,247.28,1768.39,610.27,752.0,0.667849,0.825152,0.68135,0.729282,0.789675,0.740739,69.701,96,True
539,126.99603078,37.36686271,1810.73,313.09,2440.84,736.15,1102.77,0.753163,0.751168,0.485424,0.647848,0.63145,0.609204,69.558,97,False
434,126.9876223,37.3578128,1556.73,107.0,1532.87,566.94,731.44,0.620934,0.982849,0.749971,0.757306,0.798948,0.806094,69.5,98,True
319,126.97614266,37.3848038,1318.4,54.11,218.82,235.31,158.61,0.496863,1.0,1.0,0.971834,1.0,0.99155,69.474,99,True
437,126.98757634,37.36457294,1841.07,721.51,1797.69,635.55,1406.6,0.768959,0.292037,0.672812,0.712926,0.4944,0.58193,69.415,100,False
784,127.01860249,37.36921017,2300.34,1172.48,3799.73,1207.41,1010.0,1.0,0.0,0.089496,0.343005,0.673297,0.23522,69.409,101,False
623,127.00464866,37.34436462,2364.8,428.65,3280.96,1854.55,2113.76,1.0,0.621264,0.240646,0.0,0.175415,0.234791,69.392,102,False
315,126.97620535,37.37579033,1413.69,186.97,826.5,443.64,226.63,0.546469,0.892943,0.955778,0.837071,1.0,0.914232,69.357,103,True
570,126.99885404,37.3668747,1787.94,138.16,2614.33,863.38,879.83,0.741302,0.947813,0.434874,0.565549,0.732013,0.621235,69.328,104,False
29,126.93703343,37.32278356,1836.27,386.92,1494.65,1185.68,1380.21,0.766459,0.668168,0.761107,0.357061,0.506305,0.583085,69.311,105,False
21,126.93719689,37.30575423,2035.08,357.53,1898.36,1906.57,1609.44,0.869962,0.701206,0.64348,0.0,0.402905,0.425895,69.234,106,False
694,127.01017638,37.36241524,2481.19,1034.0,3589.52,1354.38,975.24,1.0,0.0,0.150742,0.247934,0.688976,0.230486,69.219,107,False
438,126.98756102,37.36682631,1842.94,485.02,1943.11,825.48,1537.38,0.769931,0.557888,0.630442,0.590062,0.43541,0.574562,69.178,108,False
659,127.00739747,37.35564335,3077.14,882.58,3268.21,1403.0,1695.02,1.0,0.110975,0.244361,0.216479,0.3643,0.22731,69.092,109,False
727,127.01297035,37.36693367,2159.12,992.02,3555.94,993.9,662.65,0.934535,0.0,0.160528,0.481118,0.829981,0.325017,69.073,110,False
530,126.99616636,37.34658225,1840.5,37.13,2493.83,1073.02,1331.73,0.768664,1.0,0.469984,0.429936,0.528174,0.572701,69.028,111,False
500,126.99329843,37.35333035,1803.0,525.2,2038.31,820.62,919.78,0.749141,0.512718,0.602706,0.593206,0.713992,0.598551,68.891,112,False
24,126.9371465,37.31251437,1835.15,225.17,1483.91,1490.52,1208.63,0.76588,0.850005,0.764236,0.159865,0.583699,0.572998,68.873,113,False
22,126.9371801,37.30800761,1938.72,186.66,1735.37,1765.08,1445.26,0.819797,0.893298,0.690969,0.0,0.47696,0.492043,68.87,114,False
37,126.93993426,37.31703451,1620.05,169.66,1125.95,1010.52,906.25,0.6539,0.9124,0.868531,0.470365,0.720095,0.73559,68.658,115,True
23,126.9371633,37.31026099,1871.02,195.24,1595.07,1625.15,1308.54,0.784552,0.883651,0.731848,0.072778,0.538631,0.535505,68.493,116,False
696,127.01014709,37.36692201,2029.48,870.1,3372.97,875.98,506.06,0.867045,0.125004,0.213836,0.557398,0.900611,0.402154,68.109,117,False
658,127.0074122,37.35338997,3032.14,816.86,3280.58,1521.82,1945.02,1.0,0.18485,0.240757,0.139623,0.251532,0.200852,68.034,118,False
656,127.00744164,37.34888319,2810.43,517.94,3361.43,1840.09,2200.11,1.0,0.520885,0.217201,0.0,0.136465,0.200667,68.027,119,False
498,126.99332872,37.34882358,1753.85,370.74,2166.03,823.64,996.49,0.723552,0.686356,0.565492,0.591257,0.67939,0.614479,67.992,120,False
601,127.0016773,37.36688663,1799.93,255.25,2799.43,925.12,676.1,0.747543,0.816188,0.380945,0.52561,0.823914,0.577838,67.966,121,False
591,127.00182625,37.34435277,2135.75,351.02,3052.57,1610.71,1890.37,0.92237,0.708528,0.307189,0.082122,0.276183,0.315286,67.954,122,False
756,127.0158081,37.36469188,2507.2,1342.15,3908.91,1343.26,1015.92,1.0,0.0,0.057685,0.255129,0.670626,0.197322,67.893,123,False
657,127.00742692,37.35113658,2942.99,636.6,3311.82,1669.86,2168.98,1.0,0.38749,0.231653,0.043858,0.150506,0.19431,67.772,124,False
664,127.00732382,37.36691029,1923.74,688.17,3196.23,819.66,445.09,0.811997,0.329524,0.265332,0.593829,0.928117,0.476137,67.765,125,False
655,127.00745636,37.34662979,2694.59,506.22,3428.58,2026.92,2258.65,1.0,0.534057,0.197634,0.0,0.110061,0.192492,67.7,126,False
633,127.00450056,37.36689849,1846.01,486.02,2993.97,837.46,514.88,0.771533,0.556766,0.324264,0.582313,0.896634,0.534034,67.653,127,False
783,127.01861689,37.36695679,2474.43,1321.08,3944.0,1343.07,1086.32,1.0,0.0,0.047461,0.25525,0.63887,0.189017,67.561,128,False
758,127.01577914,37.36919865,2120.98,968.72,3594.47,993.65,766.22,0.914679,0.014134,0.149301,0.481281,0.783259,0.316955,67.559,129,False
292,126.9739069,37.38672743,1330.56,183.07,231.58,435.41,134.07,0.503189,0.897334,1.0,0.84239,1.0,0.932184,67.479,130,True
725,127.01299948,37.3624269,2588.3,1270.91,3834.86,1433.47,1064.94,1.0,0.0,0.079259,0.196771,0.648515,0.184049,67.362,131,False
693,127.01019103,37.36016185,2713.4,1058.66,3548.34,1533.6,1219.05,1.0,0.0,0.162743,0.132001,0.578997,0.18341,67.336,132,False
808,127.02141153,37.37147502,2345.91,1300.19,3884.39,1353.64,1242.22,1.0,0.0,0.064829,0.248414,0.56855,0.182497,67.3,133,False
474,126.99036903,37.36909189,1728.13,198.17,1931.91,955.21,1521.55,0.710166,0.88036,0.633705,0.506147,0.442549,0.616095,67.254,134,False
728,127.01295579,37.36918706,1957.18,791.92,3395.22,801.15,528.3,0.829404,0.212893,0.207356,0.605805,0.890581,0.430482,66.984,135,False
378,126.98180601,37.38257532,1272.83,111.49,385.08,326.9,388.73,0.473136,0.977798,1.0,0.912581,0.953537,0.962365,66.883,136,True
36,126.93995098,37.31478113,1583.51,119.95,1166.2,1139.81,907.08,0.634874,0.968282,0.856803,0.386735,0.719723,0.717516,66.793,137,True
622,127.00466346,37.34211123,2281.36,649.41,3386.84,1921.55,2167.93,0.998171,0.373088,0.209796,0.0,0.150982,0.170694,66.718,138,False
20,126.93729322,37.30359296,2048.28,576.24,2066.38,2056.55,1781.17,0.876835,0.455351,0.594527,0.0,0.32544,0.347971,66.529,139,False
692,127.01020567,37.35790847,2948.53,1057.73,3524.44,1565.06,1464.95,1.0,0.0,0.169705,0.111647,0.468077,0.163102,66.524,140,False
697,127.01013243,37.3691754,1813.15,645.63,3203.09,649.11,310.0,0.754427,0.377343,0.263335,0.704156,0.989049,0.52724,66.355,141,False
785,127.01858809,37.37146356,2141.33,1062.63,3666.85,1112.13,992.52,0.925275,0.0,0.128213,0.404638,0.681181,0.268443,66.254,142,False
654,127.00747108,37.3443764,2597.71,607.67,3512.29,2099.85,2342.54,1.0,0.420016,0.173245,0.0,0.072219,0.155472,66.219,143,False
499,126.99331358,37.35107697,1760.94,592.19,2088.23,894.64,925.74,0.727243,0.43742,0.588161,0.545328,0.711304,0.563634,66.18,144,False
406,126.98470694,37.3713208,1711.38,311.24,1460.09,1290.47,1112.59,0.701444,0.75325,0.771174,0.289275,0.627022,0.601397,66.142,145,False
807,127.02142585,37.36922163,2491.9,1391.41,4010.07,1432.95,1256.22,1.0,0.0,0.028211,0.197111,0.562231,0.153342,66.134,146,False
38,126.93991754,37.31928789,1590.68,400.5,1140.39,931.75,972.01,0.638607,0.652903,0.864322,0.521322,0.690435,0.693055,66.039,147,True
407,126.98469153,37.37357417,1654.66,410.81,1239.18,1127.52,977.17,0.671917,0.641319,0.83554,0.39468,0.688107,0.642323,66.008,148,False
287,126.97338177,37.37577779,1281.47,37.28,897.81,422.27,131.71,0.477636,1.0,0.935003,0.850891,1.0,0.932518,65.959,149,True
809,127.02139722,37.37372841,2218.57,1252.98,3771.11,1317.7,1277.93,0.965485,0.0,0.097834,0.27166,0.552441,0.198606,65.873,150,False
440,126.98753036,37.37133307,1654.44,63.51,1583.96,1213.99,1317.71,0.671802,1.0,0.735085,0.338747,0.534497,0.639078,65.871,151,False
497,126.99334386,37.34657019,1652.76,221.85,2268.85,825.46,1119.82,0.670925,0.853737,0.535534,0.59008,0.62376,0.628772,65.406,152,False
691,127.01022031,37.35565508,3185.92,1114.38,3518.19,1634.6,1712.04,1.0,0.0,0.171525,0.066664,0.356622,0.133526,65.341,153,False
782,127.01863128,37.3647034,2660.65,1496.92,4098.45,1508.26,1210.41,1.0,0.0,0.00246,0.148395,0.582896,0.132814,65.313,154,False
35,126.9399677,37.31252775,1586.01,123.72,1255.9,1277.93,974.31,0.636176,0.964049,0.830667,0.297384,0.689394,0.676168,65.217,155,True
401,126.98478399,37.36005392,1544.25,453.59,1349.89,721.4,868.63,0.614437,0.593221,0.803285,0.657389,0.737068,0.707571,65.169,156,True
47,126.94275563,37.31704783,1377.39,79.36,876.4,791.62,659.39,0.52757,1.0,0.94124,0.61197,0.83145,0.837743,65.164,157,True
724,127.01301404,37.36017351,2811.69,1307.16,3796.34,1666.08,1291.93,1.0,0.0,0.090484,0.046299,0.546123,0.127478,65.099,158,False
755,127.01582258,37.36243849,2714.28,1512.04,4080.05,1549.3,1200.87,1.0,0.0,0.007823,0.121843,0.587199,0.127371,65.095,159,False
374,126.98186802,37.37356184,1606.03,621.77,1132.92,936.92,762.47,0.646602,0.404164,0.866499,0.51798,0.784953,0.657244,65.086,160,False
33,126.94000113,37.30802099,1704.78,95.57,1544.94,1556.6,1255.9,0.698007,0.995696,0.746455,0.117122,0.562377,0.579892,65.076,161,False
665,127.00730909,37.36916367,1693.96,533.72,3019.44,570.83,195.2,0.692378,0.503144,0.316841,0.754794,1.0,0.587961,65.061,162,False
402,126.98476858,37.36230729,1628.28,642.43,1454.71,740.22,1075.19,0.658183,0.380939,0.772742,0.645218,0.643894,0.636797,64.963,163,False
39,126.93975023,37.32125088,1588.82,452.68,1208.96,928.27,1085.74,0.637639,0.594249,0.844346,0.523575,0.63913,0.667313,64.951,164,True
759,127.01576465,37.37145203,1947.38,832.4,3453.7,875.41,743.04,0.824305,0.167381,0.190316,0.557769,0.793719,0.386475,64.917,165,False
293,126.97448496,37.38856128,1182.24,8.03,118.16,269.33,312.8,0.425974,1.0,1.0,0.949825,0.987789,0.983116,64.883,166,True
348,126.97896658,37.38481628,1160.39,28.04,223.45,82.87,51.15,0.414601,1.0,1.0,1.0,1.0,1.0,64.876,167,True
433,126.98763762,37.35555942,1422.5,91.93,1518.45,737.51,544.06,0.551052,0.99979,0.754172,0.646969,0.88347,0.790529,64.684,168,True
806,127.02144016,37.36696824,2653.46,1518.73,4147.03,1548.98,1318.37,1.0,0.0,0.0,0.122052,0.534199,0.116746,64.67,169,False
560,126.99900383,37.34434085,1911.96,325.28,2827.84,1369.08,1642.23,0.805865,0.737467,0.372667,0.238425,0.388112,0.407671,64.659,170,False
34,126.93998441,37.31027437,1627.37,120.55,1385.48,1424.25,1095.8,0.657711,0.967612,0.792913,0.202733,0.634593,0.627051,64.545,171,False
729,127.01294122,37.37144044,1767.56,617.74,3245.81,648.72,494.07,0.730693,0.408698,0.250886,0.704406,0.906022,0.516775,64.513,172,False
634,127.00448574,37.36915187,1605.15,335.01,2845.93,596.11,324.2,0.646141,0.726526,0.367397,0.738439,0.982646,0.642823,64.481,173,False
831,127.02422074,37.3737398,2331.83,1502.08,3998.63,1567.43,1521.87,1.0,0.0,0.031545,0.110117,0.442402,0.110436,64.417,174,False
689,127.01024959,37.3511483,3153.1,846.04,3558.75,1868.67,2208.19,1.0,0.152048,0.159709,0.0,0.132823,0.106231,64.249,175,False
688,127.01026423,37.3488949,3029.74,760.78,3604.95,2022.23,2446.42,1.0,0.247896,0.146247,0.0,0.025359,0.104569,64.183,176,False
653,127.0074858,37.34212301,2521.99,779.27,3611.4,2159.25,2414.94,1.0,0.227111,0.144369,0.0,0.039563,0.101886,64.075,177,False
507,126.99319237,37.36910402,1629.25,237.38,2087.9,930.55,1274.01,0.658688,0.836278,0.588256,0.522098,0.554207,0.612906,64.037,178,False
467,126.99047568,37.35331823,1561.15,398.84,1791.14,838.08,671.94,0.623236,0.654768,0.67472,0.581913,0.825789,0.665548,64.016,179,False
698,127.01011778,37.37142878,1606.63,441.93,3044.27,447.6,247.19,0.646913,0.606329,0.309608,0.834509,1.0,0.629981,64.014,180,False
723,127.0130286,37.35792012,3039.22,1306.4,3774.01,1810.5,1526.14,1.0,0.0,0.096989,0.0,0.44048,0.100018,64.001,181,False
32,126.94001784,37.30576761,1813.61,319.57,1726.01,1715.37,1441.8,0.754666,0.743886,0.693698,0.014416,0.478523,0.467675,63.987,182,False
464,126.99052137,37.34655807,1483.5,177.64,2049.68,579.98,901.07,0.582809,0.903438,0.599392,0.748871,0.722433,0.723501,63.909,183,True
687,127.01027887,37.34664151,2922.61,752.85,3667.65,2193.61,2499.2,1.0,0.256809,0.127978,0.0,0.001554,0.096387,63.855,184,False
830,127.02423497,37.37148641,2558.58,1541.68,4105.63,1597.76,1492.01,1.0,0.0,0.000368,0.090498,0.455873,0.095659,63.826,185,False
690,127.01023496,37.35340169,3279.87,988.83,3529.69,1737.65,1959.87,1.0,0.0,0.168176,6e-06,0.244833,0.095588,63.824,186,False
